able-bodied		ˈeɪbəɫˈbɑdid
abled		ˈeɪbəɫd
abler	ˈeɪblɐ	ˈeɪbəɫɝ
ables		ˈeɪbəɫz
ablest	ˈeɪbləst	ˈeɪbəɫst
abloom		əˈbɫum
ablution	ɐblˈuːʃən	əˈbɫuʃən
ablutions	ɐblˈuːʃənz	əˈbɫuʃənz
ably	ˈeɪbli	ˈeɪbɫi
abnegate	ˈæbnɪɡˌeɪt	
abnegation	ˌæbnɪɡˈeɪʃən	ˌæbnɛˈɡeɪʃən
abner		ˈæbnɝ
abney		ˈæbni
abnormal	ɐbnˈɔːməl	æbˈnɔɹməɫ
abnormalities	ɐbnɔːmˈælɪtiz	ˌæbnɔɹˈmæɫətiz
abnormality	ɐbnɔːmˈælɪti	ˌæbnɔɹˈmæɫəti
abnormally	ɐbnˈɔːməli	æbˈnɔɹməɫi
abo		ˈɑboʊ
abo's		ˈɑboʊz
aboard	ɐbˈɔːd	əˈbɔɹd
abode	ɐbˈəʊd	əˈboʊd
abodes	ɐbˈəʊdz	
abohalima		æbəhəˈɫimə
abolish	ɐbˈɒlɪʃ	əˈbɑɫɪʃ
abolished	ɐbˈɒlɪʃt	əˈbɑɫɪʃt
abolishes	ɐbˈɒlɪʃɪz	əˈbɑɫɪʃɪz
abolishing	ɐbˈɒlɪʃɪŋ	əˈbɑɫɪʃɪŋ
abolishment	ɐbˈɒlɪʃmənt	
abolition	ˌæbəlˈɪʃən	ˌæbəˈɫɪʃən
abolitionism		ˌæbəˈɫɪʃəˌnɪzəm
abolitionist	ˌæbəlˈɪʃənˌɪst	ˌæbəˈɫɪʃənəst
abolitionists	ˌæbəlˈɪʃənˌɪsts	ˌæbəˈɫɪʃənəsts
abominable	ɐbˈɒmɪnəbəl	əˈbɑmənəbəɫ
abominably	ɐbˈɒmɪnəbli	
abominate	ɐbˈɒmɪnˌeɪt	
abominated	ɐbˈɒmɪnˌeɪtɪd	
abomination	ɐbˌɒmɪnˈeɪʃən	əˌbɑməˈneɪʃən
abominations	ɐbˌɒmɪnˈeɪʃənz	əˌbɑməˈneɪʃənz
abominator	ɐbˈɒmɪnˌeɪtɐ	
abood		əˈbud
aboodi		əˈbudi
abor		əˈbɔɹ
aboriginal	ˌæbəɹˈɪdʒɪnəl	ˌæbɝˈɪdʒənəɫ
aboriginals	ˌæbəɹˈɪdʒɪnəlz	
aborigine	ˌæbəɹˈɪdʒənˌi	ˌæbɝˈɪdʒəni
aborigines	ˌæbəɹˈɪdʒənˌiz	ˌæbɝˈɪdʒəniz
aborn		əˈbɔɹn
abort	ɐbˈɔːt	əˈbɔɹt
aborted	ɐbˈɔːtɪd	əˈbɔɹtɪd
abortifacient		əˌbɔɹtəˈfeɪʃənt
abortifacients		əˌbɔɹtəˈfeɪʃənts
aborting	ɐbˈɔːtɪŋ	əˈbɔɹtɪŋ
abortion	ɐbˈɔːʃən	əˈbɔɹʃən
abortionist	ɐbˈɔːʃənˌɪst	əˈbɔɹʃənɪst
abortionists	ɐbˈɔːʃənˌɪsts	əˈbɔɹʃənɪsts
abortions	ɐbˈɔːʃənz	əˈbɔɹʃənz
abortive	ɐbˈɔːtɪv	əˈbɔɹtɪv
aborts	ɐbˈɔːts	əˈbɔɹts
abott		əˈbɑt
abou		əˈbu
aboud		ɑˈbud
abouhalima		ˌɑbuhɑˈɫimə
abouhalima's		ˌɑbuhɑˈɫiməz
abound	ɐbˈaʊnd	əˈbaʊnd
abounded	ɐbˈaʊndɪd	əˈbaʊndɪd
abounding	ɐbˈaʊndɪŋ	əˈbaʊndɪŋ
abounds	ɐbˈaʊndz	əˈbaʊndz
about	ɐbˈaʊt	əˈbaʊt
about's		əˈbaʊts
above	əbˈʌv	əˈbəv
above's		əˈbəvz
aboveboard		əˈbəvˌbɔɹd
abplanalp		ˈæbpɫənæɫp
abra		ˈɑbɹə
abracadabra	ˌæbɹəkədˈæbɹɐ	ˌæbɹəkəˈdæbɹə
abrade	ɐbɹˈeɪd	æˈbɹeɪd
abraded	ɐbɹˈeɪdɪd	æˈbɹeɪdɪd
abrades	ɐbɹˈeɪdz	æˈbɹeɪdz
abrading	ɐbɹˈeɪdɪŋ	
abraham		ˈeɪbɹəˌhæm
abrahamian		ˌæbɹəˈheɪmiən
abrahams		ˈeɪbɹəˌhæmz
abrahamsen		æbɹəˈhæmsən
abrahamson		əˈbɹæhəmsən
abram		əˈbɹæm
abram's		ˈeɪbɹəmz
abramczyk		ˈɑbɹəmtʃɪk
abramo		ɑˈbɹɑmoʊ
abramovitz		əˈbɹɑməvɪts
abramowicz		əˈbɹɑməvɪtʃ
abramowitz		əˈbɹɑməwɪts
abrams		ˈeɪbɹəmz
abrams's		ˈeɪbɹəmzɪz
abramson		ˈeɪbɹəmsən
abrasion	ɐbɹˈeɪʒən	əˈbɹeɪʒən
abrasions	ɐbɹˈeɪʒənz	əˈbɹeɪʒənz
abrasive	ɐbɹˈeɪsɪv	əˈbɹeɪsɪv
abrasiveness	ɐbɹˈeɪsɪvnəs	
abrasives	ɐbɹˈeɪsɪvz	əˈbɹeɪsɪvz
abraxa		əˈbɹæksə
abraxa's		əˈbɹæksəz
abraxas	ɐbɹˈæksəs	əˈbɹæksəz
abreast	ɐbɹˈɛst	əˈbɹɛst
abrego		ɑˈbɹɛɡoʊ
abreu		əˈbɹu
abri	ɐbɹˈi	
abridge		əˈbɹɪdʒ
abridged	ɐbɹˈɪdʒd	əˈbɹɪdʒd
abridgement	ɐbɹˈɪdʒmənt	əˈbɹɪdʒmənt
abridges		əˈbɹɪdʒəz
abridging		əˈbɹɪdʒɪŋ
abril		əˈbɹɪɫ
abroad	ɐbɹˈɔːd	əˈbɹɔd
abrogate		ˈæbɹəˌɡeɪt
abrogated	ˈæbɹəɡˌeɪtɪd	ˈæbɹəˌɡeɪtɪd
abrogating	ˈæbɹəɡˌeɪtɪŋ	ˈæbɹəˌɡeɪtɪŋ
abrogation	ˌæbɹəɡˈeɪʃən	ˌæbɹəˈɡeɪʃən
abrol		əˈbɹoʊɫ
abron		əˈbɹɑn
abrupt	ɐbɹˈʌpt	əˈbɹəpt
abruption	ɐbɹˈʌpʃən	
abruptly	ɐbɹˈʌptli	əˈbɹəptɫi
abruptness	ɐbɹˈʌptnəs	əˈbɹəptnəs
abrutyn		ˈeɪbɹutɪn
abruzzese		ɑbɹutˈseɪzi
abruzzo		ɑˈbɹuzoʊ
abs	ˈæbz	ˈæbz
absalom		ˈæbsəɫəm
absaraka		æbˈsɑɹəkə
abscam		ˈæbskæm
abscess	ˈæbsɛs	ˈæbˌsɛs
abscesses	ˈæbsɛsɪz	
abscond	ɐbskˈɒnd	æbˈskɑnd
absconded	ɐbskˈɒndɪd	æbˈskɑndɪd
absconding	ɐbskˈɒndɪŋ	æbˈskɑndɪŋ
absconds	ɐbskˈɒndz	æbˈskɑndz
absecon		ˈæbsəkɔn
abseil	ˈæbseɪl	
abseiled	ˈæbseɪld	
abseiler	ˈæbseɪlɐ	
abseiling	ˈæbseɪlɪŋ	
abseils	ˈæbseɪlz	
absence	ˈæbsəns	ˈæbsəns
absences	ˈæbsənsɪz	ˈæbsənsɪz
absent		ˈæbsənt
absented	æbsˈɛntɪd	
absentee	ˌæbsəntˈiː	ˌæbsənˈti
absenteeism	ˌæbsəntˈiːɪzəm	ˌæbsənˈtiɪzəm
absentees	ˌæbsəntˈiːz	ˌæbsənˈtiz
absentia		æbˈsɛnʃə
absenting	æbsˈɛntɪŋ	
absentminded	ˌæbsəntmˈaɪndɪd	
absentmindedly	ˌæbsəntmˈaɪndɪdli	
absher		ˈæbʃɝ
abshier		ˈæbʃiɝ
abshire		ˈæbˌʃaɪɹ
absinthe	ˈæbsɪnθ	ˈæbsɪnθ
abso		ˈæbsoʊ
absolom		ˈæbsəɫəm
absolut		ˌæbsəˈɫut
absolut's		ˌæbsəˈɫuts
absolute	ˈæbsəlˌuːt	ˈæbsəˌɫut
absolutely	ˌæbsəlˈuːtli	ˌæbsəˈɫutɫi
absoluteness		ˈæbsəˌɫutnəs
absolutes	ˈæbsəlˌuːts	ˈæbsəˌɫuts
absolution	ˌæbsəlˈuːʃən	ˌæbsəˈɫuʃən
absolutism	ˈæbsəlˌuːtɪzəm	ˈæbsəˌɫuˌtɪzəm
absolutist	ˈæbsəlˌuːtɪst	æbsəˈɫutɪst
absolve	ɐbsˈɒlv	æbˈzɑɫv
absolved	ɐbsˈɒlvd	æbˈzɑɫvd
absolves	ɐbsˈɒlvz	æbˈzɑɫvz
absolving	ɐbsˈɒlvɪŋ	æbˈzɑɫvɪŋ
absorb	ɐbsˈɔːb	əbˈzɔɹb
absorbable	ɐbsˈɔːbəbəl	
absorbed	ɐbsˈɔːbd	əbˈzɔɹbd
absorbency	ɐbsˈɔːbənsi	əbˈzɔɹbənsi
absorbent	ɐbsˈɔːbənt	əbˈzɔɹbənt
absorber	ɐbsˈɔːbɐ	əbˈzɔɹbɝ
absorbers	ɐbsˈɔːbəz	əbˈzɔɹbɝz
absorbing	ɐbsˈɔːbɪŋ	əbˈzɔɹbɪŋ
absorbs	ɐbsˈɔːbz	əbˈzɔɹbz
absorption	ɐbsˈɔːpʃən	əbˈsɔɹpʃən
abstain	ɐbstˈeɪn	æbˈsteɪn
abstained	ɐbstˈeɪnd	æbˈsteɪnd
abstainers	ɐbstˈeɪnəz	
abstaining	ɐbstˈeɪnɪŋ	æbˈsteɪnɪŋ
abstains	ɐbstˈeɪnz	
abstemious	ɐbstˈiːmiəs	
abstention	ɐbstˈɛnʃən	æbˈstɛntʃən
abstentions	ɐbstˈɛnʃənz	æbˈstɛntʃənz
abstinence	ˈæbstɪnəns	ˈæbstənəns
abstinent	ˈæbstɪnənt	ˈæbstənənt
abston		ˈæbstən
abstract		ˈæbˌstɹækt
abstracted	ɐbstɹˈæktɪd	ˈæbˌstɹæktɪd
abstracting	ɐbstɹˈæktɪŋ	
abstraction	ɐbstɹˈækʃən	æbˈstɹækʃən
abstractions	ɐbstɹˈækʃənz	æbˈstɹækʃənz
abstractly	ɐbstɹˈæktli	
abstracts		ˈæbstɹækts
abstruse	ɐbstɹˈuːs	əbˈstɹus
absurd	ɐbsˈɜːd	əbˈsɝd
absurdist	ɐbsˈɜːdɪst	əbˈsɝdɪst
absurdities	ɐbsˈɜːdɪtiz	əbˈsɝdətiz
absurdity	ɐbsˈɜːdɪti	əbˈsɝdəti
absurdly	ɐbsˈɜːdli	əbˈsɝdɫi
abt		ˈæbt
abts		ˈæbts
abu		ˈæbu
abudrahm		əˈbədɹəm
abuellah		əbˈwɛɫə
abuellah's		əbˈwɛɫəz
abuladze		ˌæbjuˈɫædzi
abundance	ɐbˈʌndəns	əˈbəndəns
abundances	ɐbˈʌndənsɪz	
abundant	ɐbˈʌndənt	əˈbəndənt
abundantly	ɐbˈʌndəntli	əˈbəndəntɫi
aburto		əˈbʊɹˌtoʊ
aburto's		əˈbʊɹˌtoʊz
abuse		əbˈjus
abused	ɐbjˈuːsd	əbˈjuzd
abuser	ɐbjˈuːsɐ	əbˈjuzɝ
abusers	ɐbjˈuːsəz	əbˈjuzɝz
abuses		əbˈjusɪz
abusing	ɐbjˈuːsɪŋ	əbˈjuzɪŋ
abusive	ɐbjˈuːsɪv	əbˈjusɪv
abusively	ɐbjˈuːsɪvli	
abut	ɐbˈʌt	əˈbət
abutment	ɐbˈʌtmənt	
abutments	ɐbˈʌtmənts	
abuts	ɐbˈʌts	əˈbəts
abutted		əˈbətɪd
abutting	ɐbˈʌtɪŋ	əˈbətɪŋ
abuzz	ɐbˈʌz	əˈbəz
aby	ɐbˈaɪ	
abysmal	ɐbˈɪsməl	əˈbɪzməɫ
abysmally	ɐbˈɪsməli	əˈbɪzməɫi
abyss	ɐbˈɪs	əˈbɪs
abyssal	ɐbˈɪsəl	
abysses	ɐbˈɪsɪz	
abyssinia		æbˈsɪˌniə
abyssinian		æbˈsɪˌniən
abzug		ˈæbˌzəɡ
ac		ˈeɪˈsi
aca		ˈækə
acacia	ɐkˈeɪʃɐ	əˈkeɪʃə
acacias	ɐkˈeɪʃəz	
academe	ɐkˈædəmˌi	ˈækəˌdim
academia	ˌækədˈiːmiə	ˌækəˈdimiə
academic	ˌækədˈɛmɪk	ˌækəˈdɛmɪk
academical	ˌækədˈɛmɪkəl	
academically	ˌækədˈɛmɪkli	ˌækəˈdɛmɪkɫi
academician	ˌækədɪmˈɪʃən	ˌækədəˈmɪʃən
academicians	ˌækədɪmˈɪʃənz	ˌækədəˈmɪʃənz
academics	ˌækədˈɛmɪks	ˌækəˈdɛmɪks
academies	ɐkˈædəmɪz	əˈkædəmiz
academy	ɐkˈædəmi	əˈkædəmi
academy's		əˈkædəmiz
acadia		əˈkeɪdiə
acampo		əˈkɑmpoʊ
acampora		əˈkæmpɝə
acampsia		əˈkæmpsjə
acantha		ɑˈkɑnðə
acanthus	ɐkˈɑːnθəs	
acapulco		ˌækəˈpʊɫkoʊ
acary		ˈækɝi
acc		ˌaɪˌsiˈsi
accardi		ɑˈkɑɹdi
accardo		ɑˈkɑɹdoʊ
accede	ɐksˈiːd	ækˈsid
acceded	ɐksˈiːdɪd	ækˈsidɪd
accedes		ækˈsidz
acceding	ɐksˈiːdɪŋ	ækˈsidɪŋ
accel		əkˈsɛɫ
accelerando	ɐksˌɛləɹˈændəʊ	
accelerant	ɐksˈɛləɹənt	ækˈsɛɫɝənt
accelerants		ækˈsɛɫɝənts
accelerate	ɐksˈɛləɹˌeɪt	ækˈsɛɫɝˌeɪt
accelerated	ɐksˈɛləɹˌeɪtɪd	ækˈsɛɫɝˌeɪtɪd
accelerates	ɐksˈɛləɹˌeɪts	ækˈsɛɫɝˌeɪts
accelerating	ɐksˈɛləɹˌeɪtɪŋ	ækˈsɛɫɝˌeɪtɪŋ
acceleration	ɐksˌɛləɹˈeɪʃən	ˌækˌsɛɫɝˈeɪʃən
accelerations	ɐksˌɛləɹˈeɪʃənz	
accelerator	ɐksˈɛləɹˌeɪtɐ	ækˈsɛɫɝˌeɪtɝ
accelerators	ɐksˈɛləɹˌeɪtəz	ækˈsɛɫɝˌeɪtɝz
accelerometer	ɐksˌɛləɹˈɒmɪtɐ	ækˌsɛɫɝˈɑmətɝ
accelerometers	ɐksˌɛləɹˈɒmɪtəz	ækˌsɛɫɝˈɑmətɝz
accent		ˈækˌsɛnt
accented	ˈæksəntɪd	ˈæksɛntɪd
accenting		ˈæksɛntɪŋ
accents		ˈæksɛnts
accentuate	æksˈɛntʃuːˌeɪt	ækˈsɛntʃueɪt
accentuated	æksˈɛntʃuːˌeɪtɪd	ækˈsɛntʃuˌeɪtɪd
accentuates	æksˈɛntʃuːˌeɪts	ækˈsɛntʃuˌeɪts
accentuating	æksˈɛntʃuːˌeɪtɪŋ	ækˈsɛntʃuˌeɪtɪŋ
accenture		ækˈsɛntʃɝ
accept	ɐksˈɛpt	ækˈsɛpt
acceptability	ɐksˌɛptəbˈɪlɪti	əkˌsɛptəˈbɪɫəti
acceptable	ɐksˈɛptəbəl	ækˈsɛptəbəɫ
acceptably	ɐksˈɛptəbli	ækˈsɛptəbɫi
acceptance	ɐksˈɛptəns	ækˈsɛptəns
acceptances	ɐksˈɛptənsɪz	ækˈsɛptənsɪz
acceptation	ɐksɪptˈeɪʃən	
accepted	ɐksˈɛptɪd	ækˈsɛptɪd
accepting	ɐksˈɛptɪŋ	ækˈsɛptɪŋ
accepts	ɐksˈɛpts	ækˈsɛpts
access	ˈæksɛs	ˈækˌsɛs
accessed	ˈæksɛst	ˈækˌsɛst
accesses	ˈæksɛsɪz	
accessibility	ɐksˌɛsəbˈɪlɪti	ˌæksɛsəˈbɪɫɪti
accessible	ɐksˈɛsəbəl	ækˈsɛsəbəɫ
accessibly	ɐksˈɛsəbli	
accessing	ˈæksɛsɪŋ	ˈækˌsɛsɪŋ
accession	ɐksˈɛʃən	əkˈsɛʃən
accessories	ɐksˈɛsəɹˌiz	ækˈsɛsɝiz
accessorise	ɐksˈɛsɔːɹˌaɪz	
accessorised	ɐksˈɛsɔːɹˌaɪzd	
accessorising	ɐksˈɛsɔːɹˌaɪzɪŋ	
accessorize		ækˈsɛsɝˌaɪz
accessorized		ækˈsɛsɝˌaɪzd
accessory	ɐksˈɛsəɹˌi	ækˈsɛsɝi
accetta		ɑˈtʃɛtə
accident	ˈæksɪdənt	ˈæksədənt
accident's		ˈæksədənts
accidental	ˌæksɪdˈɛntəl	ˌæksəˈdɛnəɫ
accidentally	ˌæksɪdˈɛntəli	ˌæksəˈdɛnəɫi
accidently	ˈæksɪdəntli	ˈæksədəntɫi
accidents	ˈæksɪdənts	ˈæksədənts
accidie	ˈæksɪdi	
accion		ˈætʃiən
accival		ˈæsɪˌvɑɫ
acclaim	ɐklˈeɪm	əˈkɫeɪm
acclaim's		əˈkɫeɪmz
acclaimed	ɐklˈeɪmd	əˈkɫeɪmd
acclaiming	ɐklˈeɪmɪŋ	əˈkɫeɪmɪŋ
acclaims	ɐklˈeɪmz	əˈkɫeɪmz
acclamation	ɐklɐmˈeɪʃən	ˌækɫəˈmeɪʃən
acclimate	ɐklˈaɪmət	ˈækɫəˌmeɪt
acclimated	ɐklˈaɪmətɪd	ˈækɫəˌmeɪtɪd
acclimation		ˌækɫəˈmeɪʃən
acclimatisation	ɐklˌaɪmɐtaɪzˈeɪʃən	
acclimatise	ɐklˈaɪmɐtˌaɪz	
acclimatised	ɐklˈaɪmɐtˌaɪzd	
acclimatising	ɐklˈaɪmɐtˌaɪzɪŋ	
acco		ˈækoʊ
accokeek		ˈækoʊkik
accola		ɑˈkoʊɫə
accolade	ˈækəlˌeɪd	ˈækəˌɫeɪd
accolades	ˈækəlˌeɪdz	ˈækəˌɫeɪdz
accomando		ɑkoʊˈmɑndoʊ
accommodate	ɐkˈɒmədˌeɪt	əˈkɑməˌdeɪt
accommodated	ɐkˈɒmədˌeɪtɪd	əˈkɑməˌdeɪtɪd
accommodates	ɐkˈɒmədˌeɪts	əˈkɑməˌdeɪts
accommodating	ɐkˈɒmədˌeɪtɪŋ	əˈkɑməˌdeɪtɪŋ
accommodation	ɐkˌɒmədˈeɪʃən	əˌkɑməˈdeɪʃən
accommodations	ɐkˌɒmədˈeɪʃənz	əˌkɑməˈdeɪʃənz
accommodative		əˈkɑməˌdeɪtɪv
accompanied	ɐkˈʌmpənɪd	əˈkəmpənid
accompanies	ɐkˈʌmpənɪz	əˈkəmpəniz
accompaniment	ɐkˈʌmpɐnˌɪmənt	əˈkəmpnimənt
accompaniments	ɐkˈʌmpɐnˌɪmənts	əˈkəmpnimənts
accompanist	ɐkˈʌmpɐnˌɪst	əˈkəmpənəst
accompanists	ɐkˈʌmpɐnˌɪsts	
accompany	ɐkˈʌmpəni	əˈkəmpəni
accompanying	ɐkˈʌmpənɪɪŋ	əˈkəmpəniɪŋ
accompli		ˌɑˈkɑmpɫi
accomplice	ɐkˈɒmplɪs	əˈkɑmpɫəs
